topic,network,alpha,seed,agent,type,z,z_neighbors,gap,degree
abortion,scale_free,0.875,1,22,Type-C,-0.987114,-0.985787,0.001327,5
abortion,scale_free,0.875,1,23,Type-C,-0.96062,-0.9592,0.00142,5
abortion,scale_free,0.875,1,24,Type-C,-0.968649,-0.968914,0.000266,5
abortion,scale_free,0.875,1,25,Type-C,-0.984853,-0.984949,9.6e-05,5
abortion,scale_free,0.875,1,26,Type-C,-0.981742,-0.982634,0.000891,5
abortion,scale_free,0.875,1,27,Type-C,-0.618418,-0.59865,0.019769,5
abortion,scale_free,0.875,1,28,Type-C,-0.500457,-0.543964,0.043508,5
abortion,scale_free,0.875,1,29,Type-C,-0.615698,-0.599194,0.016504,5
abortion,scale_free,0.875,1,30,Type-L,-0.624097,-0.597514,0.026583,5
abortion,scale_free,0.875,1,31,Type-C,-0.525009,-0.539054,0.014045,5
abortion,scale_free,0.875,1,32,Type-C,-0.671116,-0.659796,0.011321,5
abortion,scale_free,0.875,1,33,Type-C,0.14965,0.179426,0.029775,5
abortion,scale_free,0.875,1,34,Type-C,0.063211,0.092275,0.029065,5
abortion,scale_free,0.875,1,35,Type-C,-0.152842,-0.151019,0.001823,5
abortion,scale_free,0.875,1,36,Type-C,0.841099,0.880575,0.039477,5
abortion,scale_free,0.875,1,37,Type-C,0.266142,0.262493,0.003649,5
abortion,scale_free,0.875,1,38,Type-C,0.262556,0.26321,0.000654,5
abortion,scale_free,0.875,1,39,Type-C,0.467697,0.461177,0.00652,5
abortion,scale_free,0.875,1,40,Type-C,0.36935,0.342557,0.026793,5
abortion,scale_free,0.875,1,41,Type-C,0.930595,0.912118,0.018477,5
abortion,scale_free,0.875,1,42,Type-C,0.865007,0.875794,0.010787,5
abortion,scale_free,0.875,1,43,Type-C,0.929004,0.912436,0.016567,5
abortion,scale_free,0.875,1,44,Type-C,0.844229,0.879949,0.03572,5
abortion,scale_free,0.875,1,45,Type-C,0.917159,0.914805,0.002354,5
abortion,scale_free,0.875,1,46,Type-L,0.853397,0.878116,0.024719,5
abortion,scale_free,0.875,1,47,Type-L,0.566738,0.925236,0.358498,5
abortion,scale_free,0.875,1,48,Type-C,0.926335,0.91297,0.013366,5
abortion,scale_free,0.875,1,49,Type-C,0.923085,0.91362,0.009465,5
abortion,scale_free,0.875,2,0,Type-C,-0.951658,-0.954896,0.003238,5
abortion,scale_free,0.875,2,1,Type-C,-0.884714,-0.91078,0.026066,5
abortion,scale_free,0.875,2,2,Type-C,-0.987272,-0.986802,0.00047,5
abortion,scale_free,0.875,2,3,Type-C,-0.981758,-0.98305,0.001292,5
abortion,scale_free,0.875,2,4,Type-C,-0.982041,-0.980299,0.001742,5
abortion,scale_free,0.875,2,5,Type-C,-0.953271,-0.954574,0.001303,5
abortion,scale_free,0.875,2,6,Type-C,-0.960517,-0.960353,0.000163,5
abortion,scale_free,0.875,2,7,Type-C,-0.953231,-0.954582,0.001351,5
abortion,scale_free,0.875,2,8,Type-C,-0.981912,-0.983019,0.001106,5
abortion,scale_free,0.875,2,9,Type-C,-0.973676,-0.971577,0.002099,5
abortion,scale_free,0.875,2,10,Type-L,0.79076,-0.953125,1.743884,5
abortion,scale_free,0.875,2,11,Type-C,-0.982325,-0.982936,0.000612,5
abortion,scale_free,0.875,2,12,Type-C,-0.910255,-0.905672,0.004584,5
abortion,scale_free,0.875,2,13,Type-C,-0.989193,-0.986418,0.002775,5
abortion,scale_free,0.875,2,14,Type-C,-0.954123,-0.954403,0.00028,5
abortion,scale_free,0.875,2,15,Type-C,-0.987147,-0.986827,0.00032,5
abortion,scale_free,0.875,2,16,Type-C,-0.98756,-0.986745,0.000815,5
abortion,scale_free,0.875,2,17,Type-C,-0.883492,-0.911024,0.027533,5
abortion,scale_free,0.875,2,18,Type-C,-0.953339,-0.95456,0.001221,5
abortion,scale_free,0.875,2,19,Type-C,-0.963441,-0.959769,0.003673,5
abortion,scale_free,0.875,2,20,Type-C,-0.902115,-0.9073,0.005185,5
abortion,scale_free,0.875,2,21,Type-C,-0.90638,-0.906447,6.6e-05,5
abortion,scale_free,0.875,2,22,Type-C,-0.987786,-0.986699,0.001087,5
abortion,scale_free,0.875,2,23,Type-C,-0.963269,-0.96387,0.000601,5
abortion,scale_free,0.875,2,24,Type-C,-0.967594,-0.968532,0.000938,5
abortion,scale_free,0.875,2,25,Type-L,-0.483905,-0.98414,0.500235,5
abortion,scale_free,0.875,2,26,Type-C,-0.981823,-0.980342,0.001481,5
abortion,scale_free,0.875,2,27,Type-C,-0.627973,-0.616707,0.011265,5
abortion,scale_free,0.875,2,28,Type-C,-0.531744,-0.595785,0.06404,5
abortion,scale_free,0.875,2,29,Type-C,-0.626551,-0.616992,0.009559,5
abortion,scale_free,0.875,2,30,Type-L,-0.684746,-0.605353,0.079393,5
abortion,scale_free,0.875,2,31,Type-C,-0.559754,-0.590183,0.03043,5
abortion,scale_free,0.875,2,32,Type-C,-0.680742,-0.606154,0.074589,5
abortion,scale_free,0.875,2,33,Type-C,0.179311,0.222198,0.042887,5
abortion,scale_free,0.875,2,34,Type-C,0.146743,0.228711,0.081968,5
abortion,scale_free,0.875,2,35,Type-L,0.209152,-0.093883,0.303036,5
abortion,scale_free,0.875,2,36,Type-C,0.819569,0.849845,0.030276,5
abortion,scale_free,0.875,2,37,Type-L,0.220179,0.264268,0.044089,5
abortion,scale_free,0.875,2,38,Type-C,0.232597,0.211541,0.021056,5
abortion,scale_free,0.875,2,39,Type-C,0.39796,0.351001,0.046959,5
abortion,scale_free,0.875,2,40,Type-C,0.302318,0.24784,0.054479,5
abortion,scale_free,0.875,2,41,Type-C,0.962643,0.959975,0.002668,5
abortion,scale_free,0.875,2,42,Type-C,0.841939,0.845371,0.003432,5
abortion,scale_free,0.875,2,43,Type-C,0.958205,0.960863,0.002658,5
abortion,scale_free,0.875,2,44,Type-C,0.822453,0.849268,0.026815,5
abortion,scale_free,0.875,2,45,Type-C,0.947993,0.962905,0.014912,5
abortion,scale_free,0.875,2,46,Type-C,0.84608,0.844543,0.001537,5
abortion,scale_free,0.875,2,47,Type-C,0.967671,0.958969,0.008702,5
abortion,scale_free,0.875,2,48,Type-C,0.957999,0.960904,0.002904,5
abortion,scale_free,0.875,2,49,Type-L,0.968007,0.958902,0.009104,5
abortion,scale_free,0.875,3,0,Type-C,-0.953884,-0.958148,0.004264,5
abortion,scale_free,0.875,3,1,Type-C,-0.861641,-0.872009,0.010367,5
abortion,scale_free,0.875,3,2,Type-C,-0.987805,-0.98769,0.000116,5
abortion,scale_free,0.875,3,3,Type-C,-0.983087,-0.984429,0.001342,5
abortion,scale_free,0.875,3,4,Type-C,-0.98323,-0.984401,0.001171,5
abortion,scale_free,0.875,3,5,Type-C,-0.955621,-0.957801,0.00218,5
abortion,scale_free,0.875,3,6,Type-C,-0.960769,-0.960369,0.0004,5
abortion,scale_free,0.875,3,7,Type-C,-0.95522,-0.957881,0.002661,5
abortion,scale_free,0.875,3,8,Type-C,-0.983241,-0.984398,0.001157,5
abortion,scale_free,0.875,3,9,Type-C,-0.968558,-0.966725,0.001834,5
abortion,scale_free,0.875,3,10,Type-L,-0.403369,-0.956391,0.553021,5
abortion,scale_free,0.875,3,11,Type-C,-0.983548,-0.984337,0.00079,5
abortion,scale_free,0.875,3,12,Type-L,0.036922,-0.934565,0.971487,5
abortion,scale_free,0.875,3,13,Type-C,-0.989795,-0.987292,0.002504,5
abortion,scale_free,0.875,3,14,Type-C,-0.956458,-0.957633,0.001175,5
abortion,scale_free,0.875,3,15,Type-C,-0.987754,-0.9877,5.4e-05,5
abortion,scale_free,0.875,3,16,Type-C,-0.988149,-0.987621,0.000528,5
abortion,scale_free,0.875,3,17,Type-C,-0.85812,-0.872713,0.014592,5
abortion,scale_free,0.875,3,18,Type-L,-0.319242,-0.956391,0.637149,5
abortion,scale_free,0.875,3,19,Type-C,-0.962673,-0.962576,9.7e-05,5
abortion,scale_free,0.875,3,20,Type-C,-0.901928,-0.907007,0.00508,5
abortion,scale_free,0.875,3,21,Type-C,-0.906171,-0.906159,1.2e-05,5
abortion,scale_free,0.875,3,22,Type-C,-0.988377,-0.987575,0.000802,5
abortion,scale_free,0.875,3,23,Type-C,-0.962921,-0.962526,0.000395,5
abortion,scale_free,0.875,3,24,Type-C,-0.964173,-0.962276,0.001897,5
abortion,scale_free,0.875,3,25,Type-C,-0.984373,-0.984172,0.000201,5
abortion,scale_free,0.875,3,26,Type-L,0.510798,-0.983496,1.494293,5
abortion,scale_free,0.875,3,27,Type-C,-0.679079,-0.68989,0.010811,5
abortion,scale_free,0.875,3,28,Type-C,-0.416888,-0.415435,0.001453,5
abortion,scale_free,0.875,3,29,Type-C,-0.683832,-0.68894,0.005108,5
abortion,scale_free,0.875,3,30,Type-L,-0.672356,-0.764523,0.092167,5
abortion,scale_free,0.875,3,31,Type-C,-0.495202,-0.498187,0.002984,5
abortion,scale_free,0.875,3,32,Type-C,-0.739941,-0.751006,0.011065,5
abortion,scale_free,0.875,3,33,Type-C,0.161252,0.191791,0.030538,5
abortion,scale_free,0.875,3,34,Type-C,0.072103,0.102787,0.030684,5
abortion,scale_free,0.875,3,35,Type-C,-0.187004,-0.206095,0.019091,5
abortion,scale_free,0.875,3,36,Type-C,0.837768,0.875721,0.037953,5
abortion,scale_free,0.875,3,37,Type-C,0.252138,0.239517,0.012621,5
abortion,scale_free,0.875,3,38,Type-C,0.250625,0.23982,0.010805,5
abortion,scale_free,0.875,3,39,Type-C,0.36644,0.304396,0.062044,5
abortion,scale_free,0.875,3,40,Type-C,0.347165,0.308251,0.038914,5
abortion,scale_free,0.875,3,41,Type-C,0.940033,0.926103,0.01393,5
abortion,scale_free,0.875,3,42,Type-C,0.861437,0.870987,0.00955,5
abortion,scale_free,0.875,3,43,Type-C,0.937604,0.926589,0.011015,5
abortion,scale_free,0.875,3,44,Type-C,0.84086,0.875102,0.034242,5
abortion,scale_free,0.875,3,45,Type-C,0.92624,0.928862,0.002622,5
abortion,scale_free,0.875,3,46,Type-C,0.864247,0.870425,0.006178,5
abortion,scale_free,0.875,3,47,Type-C,0.945193,0.925071,0.020122,5
abortion,scale_free,0.875,3,48,Type-C,0.93566,0.926978,0.008683,5
abortion,scale_free,0.875,3,49,Type-L,0.885819,0.936946,0.051127,5
abortion,scale_free,0.875,4,0,Type-C,-0.95207,-0.955703,0.003634,5
abortion,scale_free,0.875,4,1,Type-C,-0.89846,-0.933988,0.035527,5
abortion,scale_free,0.875,4,2,Type-C,-0.986454,-0.985538,0.000916,5
abortion,scale_free,0.875,4,3,Type-C,-0.982043,-0.982821,0.000778,5
abortion,scale_free,0.875,4,4,Type-C,-0.982067,-0.982816,0.000749,5
abortion,scale_free,0.875,4,5,Type-C,-0.953693,-0.955379,0.001686,5
abortion,scale_free,0.875,4,6,Type-C,-0.96296,-0.96284,0.000119,5
abortion,scale_free,0.875,4,7,Type-C,-0.953588,-0.9554,0.001812,5
abortion,scale_free,0.875,4,8,Type-C,-0.982197,-0.98279,0.000593,5
abortion,scale_free,0.875,4,9,Type-C,-0.969053,-0.967093,0.00196,5
abortion,scale_free,0.875,4,10,Type-L,-0.40337,-0.953525,0.550156,5
abortion,scale_free,0.875,4,11,Type-C,-0.982585,-0.982712,0.000127,5
abortion,scale_free,0.875,4,12,Type-C,-0.924359,-0.928808,0.00445,5
abortion,scale_free,0.875,4,13,Type-L,-0.386751,-0.986312,0.59956,5
abortion,scale_free,0.875,4,14,Type-C,-0.954543,-0.955209,0.000666,5
abortion,scale_free,0.875,4,15,Type-C,-0.986215,-0.985586,0.000629,5
abortion,scale_free,0.875,4,16,Type-C,-0.986655,-0.985498,0.001157,5
abortion,scale_free,0.875,4,17,Type-L,0.177293,-0.922962,1.100255,5
abortion,scale_free,0.875,4,18,Type-C,-0.953734,-0.955371,0.001637,5
abortion,scale_free,0.875,4,19,Type-C,-0.963131,-0.962806,0.000325,5
abortion,scale_free,0.875,4,20,Type-C,-0.916929,-0.930294,0.013365,5
abortion,scale_free,0.875,4,21,Type-C,-0.922994,-0.929081,0.006087,5
abortion,scale_free,0.875,4,22,Type-C,-0.986879,-0.985453,0.001426,5
abortion,scale_free,0.875,4,23,Type-C,-0.96337,-0.962758,0.000612,5
abortion,scale_free,0.875,4,24,Type-C,-0.964104,-0.962611,0.001493,5
abortion,scale_free,0.875,4,25,Type-C,-0.985355,-0.985758,0.000402,5
abortion,scale_free,0.875,4,26,Type-C,-0.9819,-0.982849,0.00095,5
abortion,scale_free,0.875,4,27,Type-C,-0.674892,-0.683079,0.008187,5
abortion,scale_free,0.875,4,28,Type-C,-0.416276,-0.42617,0.009894,5
abortion,scale_free,0.875,4,29,Type-C,-0.670665,-0.683924,0.013259,5
abortion,scale_free,0.875,4,30,Type-L,-0.672356,-0.683586,0.011231,5
abortion,scale_free,0.875,4,31,Type-C,-0.4951,-0.509884,0.014783,5
abortion,scale_free,0.875,4,32,Type-C,-0.678814,-0.682295,0.003481,5
abortion,scale_free,0.875,4,33,Type-C,0.184066,0.23739,0.053323,5
abortion,scale_free,0.875,4,34,Type-C,0.096792,0.149113,0.052321,5
abortion,scale_free,0.875,4,35,Type-C,-0.174962,-0.186462,0.011501,5
abortion,scale_free,0.875,4,36,Type-C,0.834408,0.870491,0.036083,5
abortion,scale_free,0.875,4,37,Type-C,0.282455,0.284793,0.002338,5
abortion,scale_free,0.875,4,38,Type-C,0.276712,0.285941,0.009229,5
abortion,scale_free,0.875,4,39,Type-C,0.445068,0.427804,0.017265,5
abortion,scale_free,0.875,4,40,Type-C,0.353697,0.324099,0.029598,5
abortion,scale_free,0.875,4,41,Type-C,0.935787,0.91915,0.016637,5
abortion,scale_free,0.875,4,42,Type-L,0.432196,0.851079,0.418884,5
abortion,scale_free,0.875,4,43,Type-C,0.933741,0.919559,0.014182,5
abortion,scale_free,0.875,4,44,Type-C,0.837461,0.86988,0.032419,5
abortion,scale_free,0.875,4,45,Type-L,0.793958,0.934129,0.140171,5
abortion,scale_free,0.875,4,46,Type-C,0.86089,0.865195,0.004304,5
abortion,scale_free,0.875,4,47,Type-C,0.940972,0.918113,0.022859,5
abortion,scale_free,0.875,4,48,Type-C,0.931466,0.920014,0.011452,5
abortion,scale_free,0.875,4,49,Type-C,0.928679,0.920571,0.008108,5
abortion,scale_free,0.875,5,0,Type-C,-0.951448,-0.954617,0.00317,5
abortion,scale_free,0.875,5,1,Type-C,-0.887874,-0.916088,0.028214,5
abortion,scale_free,0.875,5,2,Type-C,-0.987759,-0.987656,0.000103,5
abortion,scale_free,0.875,5,3,Type-C,-0.981724,-0.982369,0.000645,5
abortion,scale_free,0.875,5,4,Type-C,-0.981713,-0.982371,0.000658,5
abortion,scale_free,0.875,5,5,Type-C,-0.953048,-0.954297,0.001249,5
abortion,scale_free,0.875,5,6,Type-C,-0.959961,-0.959306,0.000656,5
abortion,scale_free,0.875,5,7,Type-C,-0.953043,-0.954298,0.001255,5
abortion,scale_free,0.875,5,8,Type-C,-0.981879,-0.982338,0.000459,5
abortion,scale_free,0.875,5,9,Type-L,-0.496163,-0.97909,0.482927,5
abortion,scale_free,0.875,5,10,Type-L,-0.403369,-0.952915,0.549545,5
abortion,scale_free,0.875,5,11,Type-C,-0.982292,-0.982256,3.6e-05,5
abortion,scale_free,0.875,5,12,Type-L,0.151091,-0.921617,1.072708,5
abortion,scale_free,0.875,5,13,Type-C,-0.989743,-0.987259,0.002484,5
abortion,scale_free,0.875,5,14,Type-C,-0.953902,-0.954126,0.000224,5
abortion,scale_free,0.875,5,15,Type-C,-0.987702,-0.987668,3.4e-05,5
abortion,scale_free,0.875,5,16,Type-C,-0.988098,-0.987588,0.000509,5
abortion,scale_free,0.875,5,17,Type-C,-0.860229,-0.875897,0.015669,5
abortion,scale_free,0.875,5,18,Type-C,-0.953132,-0.95428,0.001149,5
abortion,scale_free,0.875,5,19,Type-C,-0.960311,-0.959236,0.001075,5
abortion,scale_free,0.875,5,20,Type-C,-0.90552,-0.912559,0.007038,5
abortion,scale_free,0.875,5,21,Type-C,-0.9102,-0.911623,0.001423,5
abortion,scale_free,0.875,5,22,Type-C,-0.988326,-0.987543,0.000783,5
abortion,scale_free,0.875,5,23,Type-C,-0.960602,-0.959177,0.001425,5
abortion,scale_free,0.875,5,24,Type-C,-0.968581,-0.968827,0.000246,5
abortion,scale_free,0.875,5,25,Type-C,-0.984412,-0.983062,0.00135,5
abortion,scale_free,0.875,5,26,Type-C,-0.98155,-0.982404,0.000854,5
abortion,scale_free,0.875,5,27,Type-C,-0.621892,-0.603784,0.018108,5
abortion,scale_free,0.875,5,28,Type-C,-0.492347,-0.531409,0.039063,5
abortion,scale_free,0.875,5,29,Type-C,-0.619599,-0.604243,0.015356,5
abortion,scale_free,0.875,5,30,Type-L,-0.662691,-0.668437,0.005746,5
abortion,scale_free,0.875,5,31,Type-C,-0.516024,-0.526674,0.01065,5
abortion,scale_free,0.875,5,32,Type-C,-0.724444,-0.730457,0.006013,5
abortion,scale_free,0.875,5,33,Type-C,0.180595,0.218624,0.038029,5
abortion,scale_free,0.875,5,34,Type-C,0.101304,0.152514,0.05121,5
abortion,scale_free,0.875,5,35,Type-C,-0.117207,-0.092545,0.024662,5
abortion,scale_free,0.875,5,36,Type-L,0.398581,0.926048,0.527468,5
abortion,scale_free,0.875,5,37,Type-C,0.29263,0.294578,0.001948,5
abortion,scale_free,0.875,5,38,Type-C,0.289396,0.295225,0.005829,5
abortion,scale_free,0.875,5,39,Type-C,0.381133,0.320475,0.060657,5
abortion,scale_free,0.875,5,40,Type-C,0.36307,0.324088,0.038983,5
abortion,scale_free,0.875,5,41,Type-C,0.955235,0.949403,0.005833,5
abortion,scale_free,0.875,5,42,Type-L,0.258698,0.926048,0.667351,5
abortion,scale_free,0.875,5,43,Type-C,0.951447,0.950161,0.001286,5
abortion,scale_free,0.875,5,44,Type-C,0.886093,0.939119,0.053026,5
abortion,scale_free,0.875,5,45,Type-C,0.934905,0.943185,0.00828,5
abortion,scale_free,0.875,5,46,Type-C,0.908889,0.93456,0.025672,5
abortion,scale_free,0.875,5,47,Type-C,0.960306,0.948389,0.011917,5
abortion,scale_free,0.875,5,48,Type-C,0.950679,0.950314,0.000365,5
abortion,scale_free,0.875,5,49,Type-C,0.949677,0.950515,0.000838,5
abortion,scale_free,0.875,6,0,Type-C,-0.951364,-0.954496,0.003132,5
abortion,scale_free,0.875,6,1,Type-C,-0.883869,-0.909359,0.02549,5
abortion,scale_free,0.875,6,2,Type-C,-0.98784,-0.987703,0.000137,5
abortion,scale_free,0.875,6,3,Type-C,-0.98133,-0.981539,0.00021,5
abortion,scale_free,0.875,6,4,Type-C,-0.979981,-0.980117,0.000135,5
abortion,scale_free,0.875,6,5,Type-C,-0.95296,-0.954177,0.001217,5
abortion,scale_free,0.875,6,6,Type-C,-0.95969,-0.958943,0.000747,5
abortion,scale_free,0.875,6,7,Type-C,-0.952968,-0.954175,0.001207,5
abortion,scale_free,0.875,6,8,Type-C,-0.981485,-0.981508,2.4e-05,5
abortion,scale_free,0.875,6,9,Type-C,-0.975821,-0.978052,0.002231,5
abortion,scale_free,0.875,6,10,Type-L,-0.403369,-0.952831,0.549463,5
abortion,scale_free,0.875,6,11,Type-C,-0.981927,-0.98142,0.000507,5
abortion,scale_free,0.875,6,12,Type-C,-0.919907,-0.92143,0.001523,5
abortion,scale_free,0.875,6,13,Type-C,-0.989834,-0.987304,0.002531,5
abortion,scale_free,0.875,6,14,Type-C,-0.953815,-0.954006,0.000191,5
abortion,scale_free,0.875,6,15,Type-C,-0.987793,-0.987712,8.2e-05,5
abortion,scale_free,0.875,6,16,Type-C,-0.988187,-0.987633,0.000554,5
abortion,scale_free,0.875,6,17,Type-C,-0.856568,-0.870369,0.013802,5
abortion,scale_free,0.875,6,18,Type-C,-0.953049,-0.954159,0.00111,5
abortion,scale_free,0.875,6,19,Type-C,-0.960055,-0.95887,0.001185,5
abortion,scale_free,0.875,6,20,Type-C,-0.901205,-0.905892,0.004687,5
abortion,scale_free,0.875,6,21,Type-C,-0.917751,-0.921861,0.00411,5
abortion,scale_free,0.875,6,22,Type-C,-0.988415,-0.987587,0.000828,5
abortion,scale_free,0.875,6,23,Type-C,-0.960351,-0.958811,0.00154,5
abortion,scale_free,0.875,6,24,Type-C,-0.967446,-0.96718,0.000266,5
abortion,scale_free,0.875,6,25,Type-C,-0.984283,-0.984075,0.000208,5
abortion,scale_free,0.875,6,26,Type-C,-0.980021,-0.980109,8.8e-05,5
abortion,scale_free,0.875,6,27,Type-C,-0.635129,-0.623713,0.011415,5
abortion,scale_free,0.875,6,28,Type-C,-0.467022,-0.492482,0.02546,5
abortion,scale_free,0.875,6,29,Type-L,-0.729115,-0.682825,0.04629,5
abortion,scale_free,0.875,6,30,Type-L,-0.677037,-0.693241,0.016204,5
abortion,scale_free,0.875,6,31,Type-C,-0.55155,-0.57528,0.02373,5
abortion,scale_free,0.875,6,32,Type-C,-0.693843,-0.68988,0.003964,5
abortion,scale_free,0.875,6,33,Type-C,0.210961,0.275395,0.064434,5
abortion,scale_free,0.875,6,34,Type-C,0.1131,0.172015,0.058916,5
abortion,scale_free,0.875,6,35,Type-C,-0.195326,-0.219576,0.02425,5
abortion,scale_free,0.875,6,36,Type-C,0.858246,0.904839,0.046592,5
abortion,scale_free,0.875,6,37,Type-C,0.270017,0.263584,0.006433,5
abortion,scale_free,0.875,6,38,Type-C,0.266136,0.26436,0.001777,5
abortion,scale_free,0.875,6,39,Type-C,0.419433,0.38273,0.036703,5
abortion,scale_free,0.875,6,40,Type-C,0.308288,0.255929,0.052359,5
abortion,scale_free,0.875,6,41,Type-L,0.988085,0.965323,0.022762,5
abortion,scale_free,0.875,6,42,Type-C,0.883378,0.899812,0.016435,5
abortion,scale_free,0.875,6,43,Type-L,0.988612,0.965217,0.023395,5
abortion,scale_free,0.875,6,44,Type-C,0.861573,0.904173,0.042601,5
abortion,scale_free,0.875,6,45,Type-C,0.930265,0.935161,0.004896,5
abortion,scale_free,0.875,6,46,Type-C,0.88469,0.89955,0.014861,5
abortion,scale_free,0.875,6,47,Type-C,0.973781,0.968183,0.005598,5
abortion,scale_free,0.875,6,48,Type-L,0.969666,0.969006,0.00066,5
abortion,scale_free,0.875,6,49,Type-C,0.964289,0.970082,0.005792,5
abortion,scale_free,0.875,7,0,Type-C,-0.951669,-0.954918,0.003249,5
abortion,scale_free,0.875,7,1,Type-C,-0.884716,-0.910785,0.026068,5
abortion,scale_free,0.875,7,2,Type-C,-0.985856,-0.984381,0.001475,5
abortion,scale_free,0.875,7,3,Type-C,-0.981657,-0.982285,0.000629,5
abortion,scale_free,0.875,7,4,Type-C,-0.981634,-0.98229,0.000656,5
abortion,scale_free,0.875,7,5,Type-C,-0.953282,-0.954596,0.001314,5
abortion,scale_free,0.875,7,6,Type-C,-0.960585,-0.960412,0.000173,5
abortion,scale_free,0.875,7,7,Type-C,-0.95324,-0.954604,0.001364,5
abortion,scale_free,0.875,7,8,Type-C,-0.981812,-0.982255,0.000443,5
abortion,scale_free,0.875,7,9,Type-C,-0.973944,-0.971574,0.00237,5
abortion,scale_free,0.875,7,10,Type-L,-0.403369,-0.953135,0.549766,5
abortion,scale_free,0.875,7,11,Type-C,-0.982232,-0.982171,6.1e-05,5
abortion,scale_free,0.875,7,12,Type-C,-0.910258,-0.905676,0.004582,5
abortion,scale_free,0.875,7,13,Type-C,-0.987591,-0.984034,0.003557,5
abortion,scale_free,0.875,7,14,Type-C,-0.954135,-0.954425,0.000291,5
abortion,scale_free,0.875,7,15,Type-L,-0.689127,-0.98519,0.296063,5
abortion,scale_free,0.875,7,16,Type-L,-0.163656,-0.98519,0.821534,5
abortion,scale_free,0.875,7,17,Type-C,-0.883495,-0.911029,0.027534,5
abortion,scale_free,0.875,7,18,Type-C,-0.95335,-0.954582,0.001232,5
abortion,scale_free,0.875,7,19,Type-C,-0.963542,-0.959821,0.003721,5
abortion,scale_free,0.875,7,20,Type-C,-0.902117,-0.907304,0.005187,5
abortion,scale_free,0.875,7,21,Type-C,-0.906384,-0.906451,6.8e-05,5
abortion,scale_free,0.875,7,22,Type-C,-0.986216,-0.984309,0.001907,5
abortion,scale_free,0.875,7,23,Type-C,-0.963361,-0.963976,0.000615,5
abortion,scale_free,0.875,7,24,Type-C,-0.967675,-0.968613,0.000938,5
abortion,scale_free,0.875,7,25,Type-C,-0.984054,-0.984741,0.000687,5
abortion,scale_free,0.875,7,26,Type-C,-0.981696,-0.982278,0.000582,5
abortion,scale_free,0.875,7,27,Type-C,-0.643406,-0.636177,0.007229,5
abortion,scale_free,0.875,7,28,Type-C,-0.464457,-0.488543,0.024086,5
abortion,scale_free,0.875,7,29,Type-C,-0.643763,-0.636106,0.007658,5
abortion,scale_free,0.875,7,30,Type-L,-0.654544,-0.633949,0.020594,5
abortion,scale_free,0.875,7,31,Type-C,-0.54141,-0.561407,0.019997,5
abortion,scale_free,0.875,7,32,Type-C,-0.652042,-0.63445,0.017592,5
abortion,scale_free,0.875,7,33,Type-C,0.072356,0.176259,0.103903,5
abortion,scale_free,0.875,7,34,Type-C,0.049084,0.056465,0.007381,5
