topic,network,alpha,seed,agent,type,z,z_neighbors,gap,degree
gun_control,random,0.75,5,41,Type-C,0.938053,0.953855,0.015802,5
gun_control,random,0.75,5,42,Type-L,0.409012,0.974574,0.565563,5
gun_control,random,0.75,5,43,Type-C,0.926978,0.95607,0.029091,5
gun_control,random,0.75,5,44,Type-C,0.976646,0.975238,0.001408,5
gun_control,random,0.75,5,45,Type-L,0.502536,0.977463,0.474927,5
gun_control,random,0.75,5,46,Type-C,0.976503,0.975266,0.001237,5
gun_control,random,0.75,5,47,Type-C,0.92457,0.956551,0.031981,5
gun_control,random,0.75,5,48,Type-L,0.308651,0.946165,0.637514,5
gun_control,random,0.75,5,49,Type-C,0.979962,0.974574,0.005388,5
gun_control,random,0.75,6,0,Type-C,-0.979532,-0.980266,0.000734,5
gun_control,random,0.75,6,1,Type-C,-0.985345,-0.982314,0.003031,5
gun_control,random,0.75,6,2,Type-C,-0.97045,-0.974154,0.003705,5
gun_control,random,0.75,6,3,Type-L,0.265643,-0.962363,1.228007,5
gun_control,random,0.75,6,4,Type-C,-0.933562,-0.944927,0.011366,5
gun_control,random,0.75,6,5,Type-C,-0.986503,-0.982082,0.00442,5
gun_control,random,0.75,6,6,Type-C,-0.961845,-0.965901,0.004055,5
gun_control,random,0.75,6,7,Type-C,-0.985438,-0.982295,0.003143,5
gun_control,random,0.75,6,8,Type-C,-0.776258,-0.765101,0.011156,5
gun_control,random,0.75,6,9,Type-C,-0.763049,-0.767743,0.004694,5
gun_control,random,0.75,6,10,Type-L,-0.006951,-0.962363,0.955412,5
gun_control,random,0.75,6,11,Type-C,-0.969296,-0.974385,0.005088,5
gun_control,random,0.75,6,12,Type-C,-0.983434,-0.982696,0.000738,5
gun_control,random,0.75,6,13,Type-C,-0.976663,-0.977611,0.000948,5
gun_control,random,0.75,6,14,Type-C,-0.771402,-0.766073,0.005329,5
gun_control,random,0.75,6,15,Type-L,-0.70215,-0.962363,0.260213,5
gun_control,random,0.75,6,16,Type-L,-0.441402,-0.982082,0.54068,5
gun_control,random,0.75,6,17,Type-C,-0.846382,-0.841223,0.005159,5
gun_control,random,0.75,6,18,Type-C,-0.742524,-0.771848,0.029324,5
gun_control,random,0.75,6,19,Type-C,-0.434788,-0.424245,0.010543,5
gun_control,random,0.75,6,20,Type-C,-0.456592,-0.419885,0.036707,5
gun_control,random,0.75,6,21,Type-C,-0.41144,-0.428915,0.017475,5
gun_control,random,0.75,6,22,Type-C,-0.387516,-0.410858,0.023342,5
gun_control,random,0.75,6,23,Type-C,-0.424276,-0.426348,0.002071,5
gun_control,random,0.75,6,24,Type-C,-0.342384,-0.419885,0.077501,5
gun_control,random,0.75,6,25,Type-L,0.315855,0.144359,0.171495,5
gun_control,random,0.75,6,26,Type-C,-0.103085,-0.093077,0.010008,5
gun_control,random,0.75,6,27,Type-C,0.225019,0.217045,0.007974,5
gun_control,random,0.75,6,28,Type-C,0.138245,0.096094,0.042151,5
gun_control,random,0.75,6,29,Type-L,0.611099,-0.33374,0.94484,5
gun_control,random,0.75,6,30,Type-L,0.133223,0.592611,0.459387,5
gun_control,random,0.75,6,31,Type-L,0.430892,0.291484,0.139408,5
gun_control,random,0.75,6,32,Type-C,0.570499,0.575628,0.005128,5
gun_control,random,0.75,6,33,Type-C,0.429182,0.418306,0.010875,5
gun_control,random,0.75,6,34,Type-C,0.41864,0.420414,0.001774,5
gun_control,random,0.75,6,35,Type-C,0.570127,0.575702,0.005575,5
gun_control,random,0.75,6,36,Type-C,0.571548,0.575418,0.00387,5
gun_control,random,0.75,6,37,Type-C,0.983107,0.981218,0.00189,5
gun_control,random,0.75,6,38,Type-C,0.965828,0.969752,0.003924,5
gun_control,random,0.75,6,39,Type-C,0.978545,0.980145,0.001599,5
gun_control,random,0.75,6,40,Type-C,0.979,0.980054,0.001053,5
gun_control,random,0.75,6,41,Type-L,0.485584,0.966989,0.481404,5
gun_control,random,0.75,6,42,Type-C,0.974539,0.977225,0.002686,5
gun_control,random,0.75,6,43,Type-L,0.23226,0.966989,0.734729,5
gun_control,random,0.75,6,44,Type-L,0.440559,0.980946,0.540387,5
gun_control,random,0.75,6,45,Type-C,0.984431,0.980953,0.003479,5
gun_control,random,0.75,6,46,Type-C,0.979644,0.979925,0.00028,5
gun_control,random,0.75,6,47,Type-C,0.937031,0.975512,0.03848,5
gun_control,random,0.75,6,48,Type-L,0.63978,0.966989,0.327209,5
gun_control,random,0.75,6,49,Type-C,0.984467,0.980946,0.003521,5
gun_control,random,0.75,7,0,Type-C,-0.977821,-0.977785,3.6e-05,5
gun_control,random,0.75,7,1,Type-C,-0.982136,-0.976922,0.005214,5
gun_control,random,0.75,7,2,Type-C,-0.965059,-0.965568,0.000509,5
gun_control,random,0.75,7,3,Type-C,-0.960247,-0.96653,0.006283,5
gun_control,random,0.75,7,4,Type-C,-0.950804,-0.968419,0.017615,5
gun_control,random,0.75,7,5,Type-C,-0.982641,-0.976821,0.00582,5
gun_control,random,0.75,7,6,Type-C,-0.962049,-0.96617,0.004121,5
gun_control,random,0.75,7,7,Type-C,-0.98217,-0.976915,0.005256,5
gun_control,random,0.75,7,8,Type-C,-0.760974,-0.741187,0.019787,5
gun_control,random,0.75,7,9,Type-C,-0.748131,-0.743756,0.004375,5
gun_control,random,0.75,7,10,Type-L,-0.007109,-0.963016,0.955907,5
gun_control,random,0.75,7,11,Type-L,0.278556,-0.963016,1.241572,5
gun_control,random,0.75,7,12,Type-L,0.209674,-0.980337,1.190011,5
gun_control,random,0.75,7,13,Type-C,-0.976919,-0.977965,0.001047,5
gun_control,random,0.75,7,14,Type-C,-0.754495,-0.742483,0.012012,5
gun_control,random,0.75,7,15,Type-L,-0.732085,-0.963016,0.23093,5
gun_control,random,0.75,7,16,Type-L,-0.327096,-0.980337,0.653242,5
gun_control,random,0.75,7,17,Type-L,-0.744599,-0.877714,0.133115,5
gun_control,random,0.75,7,18,Type-C,-0.726625,-0.748057,0.021432,5
gun_control,random,0.75,7,19,Type-C,-0.398034,-0.373483,0.024551,5
gun_control,random,0.75,7,20,Type-C,-0.42253,-0.368583,0.053947,5
gun_control,random,0.75,7,21,Type-C,-0.384746,-0.37614,0.008606,5
gun_control,random,0.75,7,22,Type-C,-0.339056,-0.343231,0.004176,5
gun_control,random,0.75,7,23,Type-C,-0.38819,-0.375451,0.012739,5
gun_control,random,0.75,7,24,Type-C,-0.33289,-0.344465,0.011575,5
gun_control,random,0.75,7,25,Type-C,0.077447,0.076733,0.000714,5
gun_control,random,0.75,7,26,Type-C,-0.100077,-0.092852,0.007224,5
gun_control,random,0.75,7,27,Type-C,0.205443,0.190157,0.015285,5
gun_control,random,0.75,7,28,Type-C,0.075731,0.077076,0.001345,5
gun_control,random,0.75,7,29,Type-C,-0.283235,-0.296773,0.013538,5
gun_control,random,0.75,7,30,Type-L,0.582152,0.557682,0.02447,5
gun_control,random,0.75,7,31,Type-C,0.309379,0.314104,0.004725,5
gun_control,random,0.75,7,32,Type-C,0.55857,0.562399,0.003829,5
gun_control,random,0.75,7,33,Type-L,0.64125,0.461024,0.180227,5
gun_control,random,0.75,7,34,Type-C,0.421191,0.432497,0.011306,5
gun_control,random,0.75,7,35,Type-L,0.572614,0.55959,0.013024,5
gun_control,random,0.75,7,36,Type-C,0.560324,0.562048,0.001725,5
gun_control,random,0.75,7,37,Type-C,0.983016,0.981089,0.001927,5
gun_control,random,0.75,7,38,Type-L,0.455655,0.977378,0.521722,5
gun_control,random,0.75,7,39,Type-C,0.977009,0.97787,0.000861,5
gun_control,random,0.75,7,40,Type-C,0.977338,0.977804,0.000467,5
gun_control,random,0.75,7,41,Type-L,0.899589,0.954655,0.055066,5
gun_control,random,0.75,7,42,Type-C,0.975296,0.978212,0.002917,5
gun_control,random,0.75,7,43,Type-C,0.923192,0.949934,0.026743,5
gun_control,random,0.75,7,44,Type-C,0.979186,0.978979,0.000207,5
gun_control,random,0.75,7,45,Type-C,0.984352,0.980822,0.00353,5
gun_control,random,0.75,7,46,Type-C,0.978059,0.97766,0.0004,5
gun_control,random,0.75,7,47,Type-C,0.92044,0.950484,0.030045,5
gun_control,random,0.75,7,48,Type-L,0.979471,0.954655,0.024816,5
gun_control,random,0.75,7,49,Type-C,0.984378,0.980817,0.003561,5
gun_control,random,0.75,8,0,Type-C,-0.981389,-0.979639,0.00175,5
gun_control,random,0.75,8,1,Type-C,-0.985267,-0.982183,0.003084,5
gun_control,random,0.75,8,2,Type-C,-0.969813,-0.972348,0.002535,5
gun_control,random,0.75,8,3,Type-C,-0.960405,-0.966965,0.00656,5
gun_control,random,0.75,8,4,Type-L,0.009235,-0.883835,0.89307,5
gun_control,random,0.75,8,5,Type-C,-0.986409,-0.981954,0.004454,5
gun_control,random,0.75,8,6,Type-C,-0.96219,-0.966608,0.004418,5
gun_control,random,0.75,8,7,Type-C,-0.985359,-0.982164,0.003194,5
gun_control,random,0.75,8,8,Type-C,-0.866227,-0.902671,0.036443,5
gun_control,random,0.75,8,9,Type-C,-0.850864,-0.905743,0.054879,5
gun_control,random,0.75,8,10,Type-L,-0.25673,-0.962768,0.706037,5
gun_control,random,0.75,8,11,Type-L,0.343768,-0.962768,1.306536,5
gun_control,random,0.75,8,12,Type-L,0.499588,-0.984131,1.483718,5
gun_control,random,0.75,8,13,Type-C,-0.975528,-0.980811,0.005284,5
gun_control,random,0.75,8,14,Type-C,-0.870946,-0.901727,0.030781,5
gun_control,random,0.75,8,15,Type-C,-0.945904,-0.950634,0.00473,5
gun_control,random,0.75,8,16,Type-C,-0.98223,-0.98279,0.000561,5
gun_control,random,0.75,8,17,Type-C,-0.885234,-0.898869,0.013635,5
gun_control,random,0.75,8,18,Type-L,-0.288019,-0.883835,0.595816,5
gun_control,random,0.75,8,19,Type-C,-0.36067,-0.319911,0.040759,5
gun_control,random,0.75,8,20,Type-C,-0.387922,-0.314461,0.073461,5
gun_control,random,0.75,8,21,Type-L,-0.128197,-0.334441,0.206244,5
gun_control,random,0.75,8,22,Type-C,-0.309144,-0.308845,0.000299,5
gun_control,random,0.75,8,23,Type-L,-0.322693,-0.327507,0.004813,5
gun_control,random,0.75,8,24,Type-C,-0.291777,-0.29153,0.000247,5
gun_control,random,0.75,8,25,Type-C,0.090001,0.087186,0.002815,5
gun_control,random,0.75,8,26,Type-C,-0.109309,-0.113585,0.004275,5
gun_control,random,0.75,8,27,Type-C,0.242378,0.246265,0.003887,5
gun_control,random,0.75,8,28,Type-C,0.088833,0.087419,0.001414,5
gun_control,random,0.75,8,29,Type-C,-0.281064,-0.293673,0.012609,5
gun_control,random,0.75,8,30,Type-L,0.204792,0.612155,0.407363,5
gun_control,random,0.75,8,31,Type-C,0.296838,0.297133,0.000295,5
gun_control,random,0.75,8,32,Type-C,0.496004,0.476872,0.019132,5
gun_control,random,0.75,8,33,Type-C,0.45118,0.46404,0.01286,5
gun_control,random,0.75,8,34,Type-C,0.424357,0.437868,0.013511,5
gun_control,random,0.75,8,35,Type-C,0.507779,0.474517,0.033262,5
gun_control,random,0.75,8,36,Type-C,0.501454,0.475782,0.025673,5
gun_control,random,0.75,8,37,Type-C,0.984054,0.98248,0.001574,5
gun_control,random,0.75,8,38,Type-L,0.398798,0.97336,0.574561,5
gun_control,random,0.75,8,39,Type-C,0.979758,0.981929,0.002171,5
gun_control,random,0.75,8,40,Type-L,0.733666,0.980829,0.247163,5
gun_control,random,0.75,8,41,Type-C,0.946708,0.966988,0.020279,5
gun_control,random,0.75,8,42,Type-C,0.97834,0.982212,0.003873,5
gun_control,random,0.75,8,43,Type-L,0.295926,0.927589,0.631663,5
gun_control,random,0.75,8,44,Type-C,0.981097,0.981661,0.000564,5
gun_control,random,0.75,8,45,Type-C,0.985257,0.982239,0.003018,5
gun_control,random,0.75,8,46,Type-C,0.980895,0.981701,0.000806,5
gun_control,random,0.75,8,47,Type-C,0.91485,0.940798,0.025949,5
gun_control,random,0.75,8,48,Type-L,0.81829,0.96011,0.14182,5
gun_control,random,0.75,8,49,Type-C,0.985393,0.982212,0.00318,5
gun_control,random,0.75,9,0,Type-C,-0.98168,-0.98338,0.0017,5
gun_control,random,0.75,9,1,Type-C,-0.986899,-0.984926,0.001973,5
gun_control,random,0.75,9,2,Type-C,-0.965584,-0.966405,0.000821,5
gun_control,random,0.75,9,3,Type-C,-0.954619,-0.957866,0.003247,5
gun_control,random,0.75,9,4,Type-C,-0.928021,-0.937378,0.009357,5
gun_control,random,0.75,9,5,Type-C,-0.988373,-0.984631,0.003742,5
gun_control,random,0.75,9,6,Type-C,-0.955622,-0.957666,0.002043,5
gun_control,random,0.75,9,7,Type-C,-0.987021,-0.984901,0.00212,5
gun_control,random,0.75,9,8,Type-C,-0.780413,-0.771501,0.008912,5
gun_control,random,0.75,9,9,Type-C,-0.767104,-0.774163,0.007058,5
gun_control,random,0.75,9,10,Type-L,0.097898,-0.963186,1.061084,5
gun_control,random,0.75,9,11,Type-C,-0.964677,-0.966587,0.00191,5
gun_control,random,0.75,9,12,Type-C,-0.985028,-0.9853,0.000271,5
gun_control,random,0.75,9,13,Type-C,-0.975427,-0.975899,0.000472,5
gun_control,random,0.75,9,14,Type-C,-0.776,-0.772383,0.003617,5
gun_control,random,0.75,9,15,Type-L,-0.721165,-0.953705,0.23254,5
gun_control,random,0.75,9,16,Type-C,-0.982526,-0.983211,0.000686,5
gun_control,random,0.75,9,17,Type-C,-0.846388,-0.841231,0.005157,5
gun_control,random,0.75,9,18,Type-C,-0.746847,-0.778214,0.031367,5
gun_control,random,0.75,9,19,Type-C,-0.425177,-0.411006,0.014171,5
gun_control,random,0.75,9,20,Type-L,0.098466,-0.687259,0.785724,5
gun_control,random,0.75,9,21,Type-L,0.108145,-0.346672,0.454818,5
gun_control,random,0.75,9,22,Type-C,-0.203045,-0.158335,0.04471,5
gun_control,random,0.75,9,23,Type-L,0.581744,-0.346672,0.928417,5
gun_control,random,0.75,9,24,Type-C,-0.202179,-0.158508,0.04367,5
gun_control,random,0.75,9,25,Type-C,0.069725,0.064397,0.005327,5
gun_control,random,0.75,9,26,Type-L,0.374109,-0.113909,0.488018,5
gun_control,random,0.75,9,27,Type-L,-0.050193,0.198358,0.248552,5
gun_control,random,0.75,9,28,Type-C,0.06767,0.064808,0.002862,5
gun_control,random,0.75,9,29,Type-C,-0.181796,-0.162585,0.019212,5
gun_control,random,0.75,9,30,Type-L,0.447073,0.63706,0.189987,5
gun_control,random,0.75,9,31,Type-C,0.367825,0.394088,0.026263,5
gun_control,random,0.75,9,32,Type-C,0.526256,0.51695,0.009306,5
gun_control,random,0.75,9,33,Type-L,0.684765,0.403761,0.281004,5
gun_control,random,0.75,9,34,Type-C,0.395164,0.38862,0.006544,5
gun_control,random,0.75,9,35,Type-C,0.560535,0.56012,0.000415,5
gun_control,random,0.75,9,36,Type-C,0.560764,0.560075,0.00069,5
gun_control,random,0.75,9,37,Type-C,0.981958,0.979673,0.002285,5
gun_control,random,0.75,9,38,Type-L,0.319458,0.966412,0.646954,5
gun_control,random,0.75,9,39,Type-C,0.977458,0.978534,0.001076,5
gun_control,random,0.75,9,40,Type-C,0.977824,0.978461,0.000637,5
gun_control,random,0.75,9,41,Type-C,0.941704,0.959488,0.017784,5
gun_control,random,0.75,9,42,Type-C,0.973147,0.97539,0.002243,5
gun_control,random,0.75,9,43,Type-L,0.434633,0.916271,0.481637,5
gun_control,random,0.75,9,44,Type-C,0.979964,0.980072,0.000108,5
gun_control,random,0.75,9,45,Type-L,0.797491,0.980573,0.183082,5
gun_control,random,0.75,9,46,Type-C,0.979778,0.980109,0.000332,5
gun_control,random,0.75,9,47,Type-C,0.907085,0.930345,0.023261,5
gun_control,random,0.75,9,48,Type-C,0.961927,0.969982,0.008055,5
gun_control,random,0.75,9,49,Type-C,0.983343,0.979396,0.003947,5
gun_control,random,0.75,10,0,Type-C,-0.981613,-0.983283,0.00167,5
gun_control,random,0.75,10,1,Type-C,-0.986873,-0.984882,0.001991,5
gun_control,random,0.75,10,2,Type-C,-0.964469,-0.964629,0.00016,5
gun_control,random,0.75,10,3,Type-C,-0.953143,-0.955593,0.002451,5
gun_control,random,0.75,10,4,Type-C,-0.925106,-0.933407,0.008301,5
gun_control,random,0.75,10,5,Type-C,-0.988342,-0.984588,0.003754,5
gun_control,random,0.75,10,6,Type-L,0.749602,-0.951204,1.700805,5
gun_control,random,0.75,10,7,Type-C,-0.986994,-0.984857,0.002137,5
gun_control,random,0.75,10,8,Type-C,-0.834742,-0.855193,0.020452,5
gun_control,random,0.75,10,9,Type-C,-0.82013,-0.858116,0.037986,5
gun_control,random,0.75,10,10,Type-L,-0.14656,-0.9612,0.814641,5
gun_control,random,0.75,10,11,Type-C,-0.963618,-0.964799,0.001182,5
gun_control,random,0.75,10,12,Type-C,-0.985002,-0.985256,0.000254,5
gun_control,random,0.75,10,13,Type-C,-0.975089,-0.975432,0.000342,5
gun_control,random,0.75,10,14,Type-C,-0.836123,-0.854917,0.018794,5
gun_control,random,0.75,10,15,Type-C,-0.949683,-0.956285,0.006602,5
gun_control,random,0.75,10,16,Type-C,-0.982457,-0.983114,0.000657,5
gun_control,random,0.75,10,17,Type-L,0.336133,-0.873157,1.209289,5
gun_control,random,0.75,10,18,Type-C,-0.744926,-0.775385,0.030459,5
gun_control,random,0.75,10,19,Type-L,0.009556,-0.369968,0.379524,5
gun_control,random,0.75,10,20,Type-C,-0.460822,-0.426788,0.034034,5
gun_control,random,0.75,10,21,Type-C,-0.369367,-0.354376,0.014991,5
gun_control,random,0.75,10,22,Type-C,-0.344866,-0.359276,0.014409,5
gun_control,random,0.75,10,23,Type-C,-0.373668,-0.353515,0.020153,5
gun_control,random,0.75,10,24,Type-C,-0.301114,-0.305174,0.004059,5
gun_control,random,0.75,10,25,Type-L,0.586894,0.172971,0.413923,5
gun_control,random,0.75,10,26,Type-L,0.20734,-0.214878,0.422219,5
gun_control,random,0.75,10,27,Type-C,0.243615,0.247922,0.004306,5
gun_control,random,0.75,10,28,Type-C,0.155747,0.20018,0.044433,5
gun_control,random,0.75,10,29,Type-C,-0.291407,-0.307115,0.015708,5
gun_control,random,0.75,10,30,Type-L,0.662891,0.636243,0.026649,5
gun_control,random,0.75,10,31,Type-C,0.291794,0.290061,0.001733,5
gun_control,random,0.75,10,32,Type-C,0.548501,0.546447,0.002054,5
gun_control,random,0.75,10,33,Type-C,0.452295,0.465882,0.013588,5
gun_control,random,0.75,10,34,Type-C,0.414623,0.421432,0.00681,5
gun_control,random,0.75,10,35,Type-C,0.551716,0.545804,0.005912,5
gun_control,random,0.75,10,36,Type-L,0.478439,0.560459,0.08202,5
gun_control,random,0.75,10,37,Type-C,0.978509,0.974745,0.003764,5
gun_control,random,0.75,10,38,Type-C,0.966958,0.971294,0.004336,5
gun_control,random,0.75,10,39,Type-L,0.812981,0.977055,0.164073,5
gun_control,random,0.75,10,40,Type-L,0.922532,0.977055,0.054523,5
gun_control,random,0.75,10,41,Type-C,0.931186,0.942983,0.011797,5
gun_control,random,0.75,10,42,Type-C,0.96985,0.970715,0.000865,5
gun_control,random,0.75,10,43,Type-C,0.903951,0.917057,0.013106,5
gun_control,random,0.75,10,44,Type-L,0.248594,0.977055,0.72846,5
gun_control,random,0.75,10,45,Type-C,0.980429,0.97436,0.006069,5
gun_control,random,0.75,10,46,Type-C,0.976514,0.975144,0.00137,5
gun_control,random,0.75,10,47,Type-L,0.744501,0.904455,0.159954,5
gun_control,random,0.75,10,48,Type-C,0.951625,0.953408,0.001783,5
gun_control,random,0.75,10,49,Type-C,0.979971,0.974452,0.005519,5
gun_control,random,0.875,1,0,Type-C,-0.982698,-0.984906,0.002208,5
gun_control,random,0.875,1,1,Type-C,-0.986414,-0.984163,0.002251,5
gun_control,random,0.875,1,2,Type-C,-0.96186,-0.96069,0.00117,5
gun_control,random,0.875,1,3,Type-C,-0.957481,-0.961566,0.004085,5
gun_control,random,0.875,1,4,Type-C,-0.914321,-0.918905,0.004584,5
gun_control,random,0.875,1,5,Type-C,-0.987791,-0.983887,0.003904,5
gun_control,random,0.875,1,6,Type-C,-0.958895,-0.961283,0.002388,5
gun_control,random,0.875,1,7,Type-C,-0.986527,-0.98414,0.002387,5
gun_control,random,0.875,1,8,Type-C,-0.843481,-0.86873,0.02525,5
gun_control,random,0.875,1,9,Type-L,-0.150552,-0.84819,0.697638,5
gun_control,random,0.875,1,10,Type-L,-0.165707,-0.957209,0.791502,5
gun_control,random,0.875,1,11,Type-C,-0.961627,-0.960737,0.00089,5
gun_control,random,0.875,1,12,Type-C,-0.984531,-0.984539,8e-06,5
gun_control,random,0.875,1,13,Type-C,-0.979266,-0.980406,0.00114,5
gun_control,random,0.875,1,14,Type-C,-0.845794,-0.868268,0.022474,5
gun_control,random,0.875,1,15,Type-C,-0.946182,-0.950837,0.004654,5
gun_control,random,0.875,1,16,Type-L,-0.392586,-0.983887,0.591301,5
gun_control,random,0.875,1,17,Type-C,-0.886171,-0.901452,0.015281,5
gun_control,random,0.875,1,18,Type-C,-0.751183,-0.783962,0.032779,5
gun_control,random,0.875,1,19,Type-C,-0.406091,-0.389917,0.016174,5
gun_control,random,0.875,1,20,Type-C,-0.430043,-0.385127,0.044917,5
gun_control,random,0.875,1,21,Type-C,-0.393089,-0.392517,0.000571,5
gun_control,random,0.875,1,22,Type-C,-0.337754,-0.354893,0.017138,5
gun_control,random,0.875,1,23,Type-C,-0.396113,-0.391913,0.0042,5
gun_control,random,0.875,1,24,Type-C,-0.331623,-0.356119,0.024496,5
gun_control,random,0.875,1,25,Type-C,0.010355,-0.031914,0.042269,5
gun_control,random,0.875,1,26,Type-C,-0.109334,-0.112257,0.002923,5
gun_control,random,0.875,1,27,Type-C,0.260353,0.274239,0.013886,5
gun_control,random,0.875,1,28,Type-C,0.005672,-0.030977,0.036649,5
gun_control,random,0.875,1,29,Type-C,-0.261053,-0.218994,0.042059,5
gun_control,random,0.875,1,30,Type-L,0.765735,0.561444,0.204291,5
gun_control,random,0.875,1,31,Type-C,0.414858,0.459398,0.044539,5
gun_control,random,0.875,1,32,Type-C,0.546946,0.545066,0.00188,5
gun_control,random,0.875,1,33,Type-C,0.475255,0.505327,0.030073,5
gun_control,random,0.875,1,34,Type-C,0.465055,0.449358,0.015696,5
gun_control,random,0.875,1,35,Type-C,0.550398,0.544375,0.006023,5
gun_control,random,0.875,1,36,Type-C,0.54938,0.544579,0.004801,5
gun_control,random,0.875,1,37,Type-C,0.982396,0.980645,0.001751,5
gun_control,random,0.875,1,38,Type-C,0.966291,0.970948,0.004656,5
gun_control,random,0.875,1,39,Type-C,0.977593,0.978642,0.001048,5
gun_control,random,0.875,1,40,Type-C,0.977662,0.978628,0.000966,5
gun_control,random,0.875,1,41,Type-C,0.93003,0.942067,0.012038,5
gun_control,random,0.875,1,42,Type-C,0.968993,0.970407,0.001415,5
gun_control,random,0.875,1,43,Type-C,0.919667,0.94414,0.024472,5
gun_control,random,0.875,1,44,Type-C,0.980385,0.981047,0.000662,5
gun_control,random,0.875,1,45,Type-C,0.983813,0.980362,0.003451,5
gun_control,random,0.875,1,46,Type-L,0.90528,0.980362,0.075081,5
gun_control,random,0.875,1,47,Type-L,0.68524,0.894163,0.208923,5
gun_control,random,0.875,1,48,Type-C,0.950105,0.952515,0.00241,5
gun_control,random,0.875,1,49,Type-C,0.983772,0.98037,0.003402,5
gun_control,random,0.875,2,0,Type-C,-0.98232,-0.984303,0.001984,5
gun_control,random,0.875,2,1,Type-C,-0.987154,-0.985349,0.001805,5
gun_control,random,0.875,2,2,Type-C,-0.959583,-0.963577,0.003994,5
gun_control,random,0.875,2,3,Type-C,-0.948674,-0.946931,0.001743,5
gun_control,random,0.875,2,4,Type-C,-0.922077,-0.933043,0.010967,5
gun_control,random,0.875,2,5,Type-C,-0.98868,-0.985044,0.003636,5
gun_control,random,0.875,2,6,Type-C,-0.948797,-0.946906,0.001891,5
gun_control,random,0.875,2,7,Type-C,-0.987281,-0.985324,0.001957,5
gun_control,random,0.875,2,8,Type-C,-0.816422,-0.839296,0.022874,5
gun_control,random,0.875,2,9,Type-C,-0.802284,-0.842124,0.03984,5
gun_control,random,0.875,2,10,Type-L,0.672463,-0.95225,1.624713,5
gun_control,random,0.875,2,11,Type-C,-0.95948,-0.956077,0.003403,5
gun_control,random,0.875,2,12,Type-C,-0.98529,-0.985722,0.000432,5
gun_control,random,0.875,2,13,Type-C,-0.978616,-0.985044,0.006428,5
gun_control,random,0.875,2,14,Type-C,-0.81567,-0.839447,0.023777,5
gun_control,random,0.875,2,15,Type-C,-0.944717,-0.947722,0.003005,5
gun_control,random,0.875,2,16,Type-C,-0.983176,-0.984132,0.000956,5
gun_control,random,0.875,2,17,Type-C,-0.86355,-0.829871,0.033679,5
gun_control,random,0.875,2,18,Type-C,-0.792901,-0.755286,0.037615,5
gun_control,random,0.875,2,19,Type-C,-0.399221,-0.383506,0.015715,5
gun_control,random,0.875,2,20,Type-C,-0.478501,-0.36765,0.110851,5
gun_control,random,0.875,2,21,Type-C,-0.385928,-0.386164,0.000236,5
gun_control,random,0.875,2,22,Type-C,-0.347617,-0.359734,0.012116,5
gun_control,random,0.875,2,23,Type-C,-0.389378,-0.385474,0.003904,5
gun_control,random,0.875,2,24,Type-C,-0.316104,-0.32551,0.009406,5
gun_control,random,0.875,2,25,Type-L,0.389422,0.209169,0.180253,5
gun_control,random,0.875,2,26,Type-C,-0.196589,-0.233953,0.037364,5
gun_control,random,0.875,2,27,Type-C,0.313402,0.346285,0.032883,5
gun_control,random,0.875,2,28,Type-C,0.18792,0.249469,0.061549,5
gun_control,random,0.875,2,29,Type-C,-0.308037,-0.327123,0.019086,5
gun_control,random,0.875,2,30,Type-L,0.784665,0.653333,0.131331,5
gun_control,random,0.875,2,31,Type-C,0.334667,0.342032,0.007365,5
gun_control,random,0.875,2,32,Type-C,0.555375,0.549292,0.006083,5
gun_control,random,0.875,2,33,Type-C,0.412972,0.399862,0.01311,5
gun_control,random,0.875,2,34,Type-C,0.406444,0.401168,0.005276,5
gun_control,random,0.875,2,35,Type-L,0.697266,0.520914,0.176352,5
gun_control,random,0.875,2,36,Type-C,0.557317,0.548904,0.008412,5
gun_control,random,0.875,2,37,Type-L,0.940185,0.978195,0.038009,5
gun_control,random,0.875,2,38,Type-C,0.966839,0.971358,0.004518,5
gun_control,random,0.875,2,39,Type-C,0.976715,0.977456,0.000741,5
gun_control,random,0.875,2,40,Type-C,0.97702,0.977395,0.000375,5
gun_control,random,0.875,2,41,Type-C,0.920065,0.927114,0.007049,5
gun_control,random,0.875,2,42,Type-C,0.97302,0.975249,0.002229,5
gun_control,random,0.875,2,43,Type-C,0.910583,0.929011,0.018427,5
gun_control,random,0.875,2,44,Type-C,0.977916,0.977216,0.0007,5
gun_control,random,0.875,2,45,Type-C,0.981568,0.976485,0.005083,5
gun_control,random,0.875,2,46,Type-C,0.977756,0.977248,0.000508,5
gun_control,random,0.875,2,47,Type-C,0.865686,0.867949,0.002263,5
gun_control,random,0.875,2,48,Type-C,0.952277,0.955365,0.003088,5
gun_control,random,0.875,2,49,Type-L,0.784244,0.978195,0.193951,5
gun_control,random,0.875,3,0,Type-C,-0.982422,-0.984457,0.002034,5
gun_control,random,0.875,3,1,Type-C,-0.986174,-0.983707,0.002467,5
gun_control,random,0.875,3,2,Type-C,-0.966405,-0.967712,0.001307,5
gun_control,random,0.875,3,3,Type-C,-0.957184,-0.961815,0.004631,5
gun_control,random,0.875,3,4,Type-C,-0.89696,-0.895061,0.001899,5
gun_control,random,0.875,3,5,Type-C,-0.9875,-0.983441,0.004059,5
gun_control,random,0.875,3,6,Type-C,-0.958551,-0.961542,0.00299,5
gun_control,random,0.875,3,7,Type-C,-0.986282,-0.983685,0.002597,5
